gvkey,execid,datadate,fyear,FamaFrench_Ind12,FamaFrench_Ind48,press_career_educ,CEOpos_NumJobs_NumInd,credentials_experiences,revenue_residual,high_optimism,low_optimism,insider,size_LogTotalAsset,size_NumEmp,num_seg,entropy,rnd,Num_RRCP_Provisions,fortune_mac_ranking,firm_prestige,salegr,revenue_fitted,l_totalcomp,l_currcomp,wealth,tot_yr_comp,Prof_CEO_Dummy,tot_yr_comp_net,age,gender,tenure,l_tenure,capital_exp,leverage,cash,dividend_payout,cash_flow,StockReturn_SD,CashFlow_SD,roa,adj_roa,oroa,adj_oroa,oros,adj_oros,roe,adj_roe,annual_StockReturn,Tobin_Q,Tobin_Qf
"007331","15827",30jun2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Computers",,,,-.0773791,0,,1,7.370884,6.506,1,0,.0572533,,,,.1010385,.30865,15.55895,8.204672,12295.08,-4269.668,.0000448,-4703.889,73,"MALE",7365,8.90463,.0146516,.0012076,.399027,0,.1253582,.0225877,.00316819,.1078753,.0559347,.1078753,.0559347,.1351786,.0832397,.0517725,.0199527,.2658767,3.067856,2.381196
"007343","15930",31aug2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,-.4233335,,.3229426,0,,,9.858386,30.9,5,-1.37992,.1026121,,,,.0408516,.72077,15.74853,6.802395,57570.56,900,.000215,900,52,"MALE",577,6.359574,.0650696,.3252955,.1912857,0,.1566063,.0266205,.08834049,.062245,.0242547,.062245,.0247006,.1311584,.0856014,.0839654,.0533623,1.307402,1.709996,1.263129
"007346","14085",30sep2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,,,-.0855213,,1,,7.556248,3.1,1,0,.1747774,,,,-.0191101,.31592,15.56363,6.595894,16760.4,3333.035,.0002981,866.7955,58,"MALE",4716,8.458928,.0195158,.3552549,.1340718,0,.0822542,.0281016,.04138088,.0228342,-.0151561,.0228342,-.0147102,.0447505,-.0008065,.0191921,-.011411,.034965,1.670405,1.636061
"007366","27714",,2013,"Utilities","Utilities",,1.228211,,,0,,,10.67836,13.808,,,0,,,,.0250854,,15.76639,6.946258,7995.287,1184.911,4.55e-06,1184.911,53,"MALE",333,5.811141,.0634244,.3151069,.0180851,.0136256,.0514606,.0257527,.00837897,.016831,-.0096618,.016831,-.0097131,.0641362,-.0172683,.0647353,.0121986,.419289,.8310082,.8310082
"007401","13753",31may2014,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Business Supplies",,-.106073,,-.1239536,,1,,6.898613,6.792,,,.0286397,,,,.1080836,.26327,15.12152,6.726972,14278.29,4604.985,.000803,2944.356,52,"MALE",3596,8.187856,.0411747,.2522959,.1136341,.0318902,.0158442,.0213497,.04770266,-.022303,-.0721746,-.022303,-.0721746,-.0117428,-.0523343,-.0119152,-.0592601,-.0947186,2.391542,2.496296
"007420","29432",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Medical Equipment",,-.4233335,,-.0866902,0,1,,7.118235,5,1,0,.0412371,,,,-.0460564,.2887,,6.611705,21426.44,7097.336,.0003561,5494.76,55,"MALE",2058,7.629976,.0295859,.2172677,.080262,.0356097,.0944866,.0257527,.02000024,.0695618,.0159127,.0714819,.0178329,.0793376,-.0001214,.0463111,.0127453,.1277743,2.047267,2.047267
"007435","32590",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Business Supplies",,.1449151,,-.1056475,,1,,10.42079,88.667,7,,.0555538,,,,.0288227,.41369,16.25026,7.199678,59987.56,44445.37,3.62e-06,45435.09,59,"MALE",676,6.517671,.0496274,.1808346,.0994635,.068465,.1797317,.0257527,.00748048,.1388674,.0889957,.1388674,.0889957,.1509183,.1103269,.0500821,.0027371,.2280375,3.23509,3.23509
"007437","36980",,2013,"Utilities","Utilities",,,,,,,,8.153868,1.56,,,0,,,,.0164519,,14.39779,6.329309,3015.189,957.4196,.0000246,1100.351,53,"MALE",1340,7.201171,.0944834,.3193166,.0279855,.0216291,.0636505,.0257527,.0046367,.0301139,.0036212,.0301139,.0035699,.1028083,.0214039,.0507014,-.0018353,.0761573,1.069901,1.069901
"007486","30093",31mar2014,2013,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances","Automobiles and Trucks",,1.114087,,-.1022128,0,,1,6.939545,6.9,,,.0417569,,,,.098421,.28111,,6.645391,9078.137,4476.941,.0005945,2764.299,57,"MALE",2190,7.692113,.0555071,.159256,.0844716,0,.182602,.0333366,.0572661,.1263199,.0759404,.1263199,.0759404,.0882512,.0484674,.1869963,.1338514,-.1237322,1.172558,1.256941
"007506","15971",30jun2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,1.347685,,-.0301207,0,,,8.185031,35.983,3,-.6029735,.051292,,,,.0365942,.36161,,6.964443,57691.05,27356.45,.0002665,29357.13,59,"MALE",2921,7.980023,.0733046,.1015606,.2012736,.0445198,.133406,.0225877,.07214164,.0679211,.0299307,.0679211,.0303767,.0672909,.0217339,.0466454,.0160423,.3375523,2.216203,1.752668
"007526","43400",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,,,-.0307974,,,,5.603907,.572,1,0,.194892,,,,.0724497,.2965,,6.232654,30995.22,18398.16,.0009136,17432.94,55,"MALE",1766,7.477038,.076693,.0205057,.034466,0,.1174651,.0257527,.08066222,.0272207,-.0224658,.0272207,-.0224658,.0421299,-.0460307,.0070213,-.0139231,.1073132,4.029331,4.029331
"007549","34730",30sep2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Aircraft",,-.56711,,-.0867971,0,1,1,8.082432,11.152,6,,.0515847,,,,.0434881,.27435,,6.589365,3656.78,2153.853,.0000147,2014.074,50,"MALE",669,6.507277,.0287832,.219072,.0485281,0,.0700115,.0281016,.00845084,.0372238,-.0120191,.0372238,-.0120191,.0461619,-.0087937,.045279,-.0027512,.3956693,1.445322,1.315428
"007566","44902",31may2014,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Restaraunts, Hotels, Motels",,1.476558,,-.1441881,,,,6.863204,33,3,,0,,,,-.0865105,.2463,,6.684612,9267.654,-1807.105,.0020227,503.7599,54,"MALE",546,6.304449,.0296301,.2704765,.0536643,0,-.0079076,.0213497,.04493592,-.0678672,-.1309966,-.0672775,-.129304,-.0550556,-.1068453,-.1330704,-.167736,-.0557717,.9593111,1.019698
"007636","26239",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Rubber and Plastic Products",,.4926368,,-.0492849,0,,,6.151577,3.401,6,,0,,,,.072471,.24885,,6.636602,14859.17,8056.479,.0006465,6203.52,62,"MALE",3166,8.06054,.0639057,.0944645,.0139289,.0258916,.1347812,.0257527,.0674671,.0553874,.005035,.0553874,.0138559,.0315096,.0018952,.036671,.0054535,-.1739368,1.956897,1.956897
"007637","33212",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,,,-.0824381,0,,1,9.631438,20,3,,.0761054,,,,.0074186,.38113,,6.985428,33911.13,1080.769,.0001001,1080.769,44,"FEMALE",730,6.594413,.0219593,.5267838,.0293902,0,.0736206,,.01549551,.0409357,-.0087507,.0409357,-.0087507,.0902733,.0021128,.0386735,.0177291,.3281215,1.834667,1.834667
"007647","25970",,2013,"Finance","Banking",,-.0825241,,,,,1,14.55853,242.117,,,0,,,,.0009461,,16.38771,7.282188,21936.91,3419.583,2.74e-06,3635.719,54,"MALE",1460,7.286876,.0002478,.2348786,.1584904,.0002036,.0067137,.0257527,.00229033,.0054374,-.0043279,.0054374,-.0043651,.1124025,-.0866097,.0693147,.0106161,.0824809,.9741144,.9741144
"007648","26171",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Computers",,1.793818,,-.0897073,,,0,9.000607,29.3,4,-1.106034,.0331537,,,,.0484706,.30362,16.22701,6.907755,18934.21,3413.557,.0001923,-335.1865,49,"MALE",3068,8.029107,.0143069,.4136655,.202516,0,.0795511,.0257527,.02529774,.0557474,.0038068,.0546374,.0026968,.0723502,.0204112,.07807,.0462502,-.1516452,1.481672,1.481672
"007750","11923",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Healthcare",,.3611226,,-.1556789,0,,1,9.688437,103.711,3,,0,,,,.1229386,.3311,16.93938,7.096707,86973.59,22901.62,.0014033,17968.7,53,"MALE",3774,8.236156,.0428394,.6719777,.0070056,0,.0261624,.0257527,.05766761,-.0076255,-.0416167,-.0083075,-.039926,-.0120699,-.0460097,-.0328452,-.0645113,.1135573,1.206122,1.206122
"007762","04065",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Defense",,-.5906589,,-.0398899,,,1,5.975183,.889,3,-1.025369,0,,,,-.1329014,.25012,,6.252718,159050.9,22973.99,.0059192,-14626.47,60,"FEMALE",7184,8.879751,.0921279,0,.1508284,0,.1275499,.0257527,.0223864,.1048229,.0046418,.1048229,.0045849,.0981751,-.0116094,.0742462,.0056929,-.1843454,1.549629,1.549629
"007799","43191",31dec2013,2013,"Healthcare, Medical Equipment, and Drugs","Pharmaceutical Products",,.7941852,,.0845346,0,,,5.296375,1.01,,,.0053928,,,,.0532433,.39036,,6.124388,2600.895,511.965,.0002755,511.965,57,"MALE",91,4.521789,.0429333,.0614542,.3970352,.1523906,.1105895,.0257527,.03501099,.0882161,.0385297,.0882161,.0385297,.0465728,-.0415877,.0628399,.0418955,-.1219697,1.875876,1.875876
"007849","09260",,2013,"Utilities","Utilities",,-.1897357,,,,1,1,8.00796,.9360000000000001,,,0,,,,.3158781,,,6.706299,8292.752,796.3965,.0001689,366.9684,56,"MALE",6666,8.804925,.0567925,.3152071,.0009881,.0224941,.0539536,.0281016,.01314066,.0382087,.011716,.0382087,.0116647,.0358995,-.045505,.0621118,.0095751,.256423,1.224503,1.193919
"007866","43911",31dec2013,2013,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys","Printing and Publishing",,-1.092635,,-.056737,0,,,7.852654,3.529,1,0,0,,,,-.1604827,.36954,15.33621,6.907755,6159.135,1000.424,.0000126,1000.424,55,"MALE",414,6.028278,.0065857,.2659472,.329488,.004679,.0527231,.0257527,.02421769,.0222176,-.006765,.0253076,-.0167542,.0412781,-.0027329,.0273624,-.019942,-.080696,1.597246,1.597246
"007875","42583",31dec2013,2013,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys","Business Supplies",,2.582594,,-.1121359,,,,8.711064,18.3,6,,.0194642,,,,-.034631,.26104,16.19999,7.090077,29423.47,7324.851,.0002554,16459.41,52,"MALE",897,6.80017,.0227688,.302552,.0372836,.0286835,.0950129,.0257527,.01858426,.0692126,.019341,.0781917,.02832,.0833729,.0427814,.0525615,.0052165,.2209568,2.128495,2.128495
"007881","43913",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Precious Metals",,-.8180981,,-.1767233,,,,10.11715,15.085,,,0,,,,-.0624293,.34439,15.95003,6.961439,8134.521,1150.654,7.69e-06,1150.654,54,"MALE",305,5.723585,.0767243,.2721693,.0659425,.0246729,-.0436117,.0257527,.06748628,-.1018818,.0617701,-.0994185,.0630018,-.2958423,.2663543,-.2148056,.1450224,-.2464557,1.027682,1.027682
"007882","44903",31dec2013,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Wholesale",,-1.008972,,-.1099723,0,,,6.875663,2.094,3,,0,,,,.0044784,.23629,,6.549293,13504.88,8650.26,.0004536,6587.062,57,"MALE",2841,7.952263,.0701444,.1917077,.0679872,0,.0954362,.0257527,.04142419,.0543382,.0075961,.0674534,.0207113,.0626686,.039385,.0609548,.0134661,-.1318408,1.478667,1.478667
"007883","21748",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electrical Equipment",,-.841647,,-.0344521,0,,1,6.337231,2.4,4,,.0937838,,,,-.0624384,.25528,14.29664,6.244317,7728.954,2756.279,.00069,2239.428,53,"MALE",2313,7.746733,.0288715,.1565861,.1136424,0,.076254,.0257527,.08804006,.0276012,-.0389414,.0276012,-.0448163,.0278562,-.0411904,.0219161,-.0224584,.0268222,1.68093,1.68093
"007906","03048",31may2014,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Apparel",,-.2560081,,.2225189,,,1,9.830594,56.5,,,0,,,,.133699,.82965,16.50188,7.34601,161979.1,51037.9,.0000404,52056.04,58,"MALE",3072,8.03041,.0473271,.0778208,.2765408,.044154,.1726901,.0213497,.00640925,.1448317,.0578722,.1448317,.0578722,.096874,.0272657,.0402471,.0036901,.3711817,4.097402,4.016457
"007912","14597",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,-.9253097,,.2404512,0,,0,9.885426,2.527,1,0,0,,,,.0393035,.70009,16.09787,7.025538,145375,-14898.01,.00013,67081.28,63,"MALE",4839,8.48467,.200947,.2455962,.0568679,.0100804,.1260055,.0257527,.03179611,.0461766,.0029762,.0497913,.0065601,.2033687,.1079342,.0396396,-.0038892,-.2923824,1.664255,1.664255
"007921","40607",31oct2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,1.045173,,.0003389,,,,7.621827,5.801,5,,.0310923,,,,.065291,.34494,15.2379,6.652863,11817.83,3894.001,.0000348,3574.347,59,"MALE",1384,7.233455,.0231206,.3271951,.0207488,.0198199,.1352673,.0263727,.14255819,.108612,.0481093,.108612,.0481093,.1437643,.0752082,.0479141,.0045266,.0436964,2.862399,2.792908
"007922","16693",31jan2014,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Retail",,-.1897357,,.2700824,0,1,1,9.05649,62.5,3,,0,,,,.0457196,.74069,15.04944,6.577803,165189.2,9543.5,.0012575,-10271.05,52,"MALE",4901,8.497398,.0936552,.3630744,.1392582,.0272918,.1385584,.0336342,.011752,.0856076,.0210047,.0856076,.0182761,.0585327,.0232359,.0668218,.0176641,.309687,2.135545,2.03854
"007923","21199",31dec2013,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Transportation",,.3122405,,.1178405,0,0,,10.38847,30.103,1,0,0,,,,.006311,.6295,16.08008,6.907755,70078.94,40001.83,.0000283,37114.13,61,"MALE",2982,8.000685,.0606779,.2949543,.0480559,.0196103,.0869994,.0257527,.01058926,.0588,.0102848,.0588,.0102848,.1698533,.1224419,.0666129,.0194653,.3017349,1.272208,1.272208
"007938","01081",31dec2013,2013,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances","Consumer Goods",,.6268598,,-.0552226,,,1,6.69698,4.1,5,,.0086848,,,,.0731719,.24598,14.65449,6.249203,35624.24,1876.189,.0018515,-7791.99,72,"MALE",7184,8.879751,.0709285,.2268642,.1177718,.0100055,.0875578,.0257527,.02667848,.0548795,-.0112914,.0548795,-.0112914,.0476591,-.0135226,.0908074,.0470948,-.0871187,1.2061,1.2061
"007951","31942",31jan2014,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Consumer Goods",,-.5069962,,-.0224424,0,,1,6.360629,1.1,2,-.3336272,0,,,,.1034842,.33514,,6.93619,113040.1,5421.362,.0062216,10286.13,56,"MALE",4644,8.443546,.0288744,0,.3306787,.0114706,.1090717,.0336342,.08914915,.0879297,.0217588,.0879297,.0217588,.089218,.0280363,.0531945,.0094819,-.3481927,2.126378,1.852267
"007970","19098",,2013,"Utilities","Utilities",,2.278404,,,,,,10.23263,8.696999999999999,,,0,,,,.0369634,,15.85165,7.057252,33910.47,1695.057,.0000378,1695.057,66,"MALE",630,6.447306,.0524108,.3382982,.0015601,.0166466,.0502521,.0257527,.00499386,.0282782,.0017854,.0282782,.0017341,.1076544,.02625,.0588052,.0062685,.2767258,.9901327,.9901327
"007974","13173",,2013,"Utilities","Utilities",,-.9253097,,,,,,10.02809,8.477,,,0,,,,.0263133,,15.39907,6.802395,39279.87,13470.88,.0001845,8188.338,59,"MALE",3105,8.041091,.0829835,.3899549,.0015362,.0135164,.047153,.0257527,.00244278,.0216696,-.0048232,.0234882,-.0030558,.0940555,.012651,.0515917,-.0009449,.3596646,1.049809,1.049809
"007977","29584",,2013,"Utilities","Utilities",,,,,,,,10.43139,11.581,,,0,,,,.0232013,,16.28978,7.047517,17389.91,1381.359,.0000272,2085.321,55,"MALE",860,6.758094,.097549,.3524448,.0031599,.0163405,.0568045,.0257527,.00091231,.0279653,.0014726,.0279653,.0014213,.086875,.0054706,.0681529,.0156162,.2595038,.968653,.968653
"007982","27589",,2013,"Finance","Banking",,.1021915,,,0,1,,11.54197,14.8,,,0,,,,.0008315,,16.03123,6.882438,20138.82,15301.33,.0000265,15305.62,59,"MALE",2191,7.69257,.0008927,.0721136,.3497022,.0029063,.0082052,.0257527,.00182639,.0071036,-.0026617,.0071036,-.0026989,.1709004,-.0281118,.0497894,-.0089092,.1718631,1.058013,1.058013
"007985","29729",31dec2013,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,-.106073,,.2486415,,,,10.1804,65.3,6,,.0205588,,,,-.0211137,.70317,16.47461,7.313236,65833.67,47170.48,.0000422,37143.4,52,"MALE",1460,7.286876,.0137978,.224783,.1952163,.0209241,.0927562,.0257527,.0099078,.0739926,.0360023,.0739926,.0364482,.0791533,.0335963,.0782709,.0476678,.2776546,1.542778,1.542778
"007991","31033",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,1.180359,,-.1136517,,,1,8.785188,20.5,6,,.0120412,,,,-.0404485,.27501,15.54971,7.166266,71352.17,30080.96,.0007275,16453.85,61,"MALE",6857,8.833171,.0126669,.3024003,.0624321,.0008414,.0538498,.0257527,.04854586,.0319733,-.0285293,.034574,-.0259286,.0319029,-.0366533,.0489739,.0055865,-.2043791,1.353542,1.353542
"007993","26701",,2013,"Utilities","Utilities",,,,,0,,,7.996624,1.081,,,0,,,,.0095873,,,6.475684,3040.311,640.2915,.0000479,517.2216,56,"MALE",1825,7.509883,.0467614,.3130016,.0031879,.0165619,.0459263,.0257527,.00471059,.0203769,-.0061158,.0203769,-.0061671,.0778604,-.0035441,.0522171,-.0003195,.1400933,.9580746,.9580746
"008001","35102",,2013,"Utilities","Utilities",,-1.092635,,,,,0,8.220204,1.493,,,0,,,,.0226571,,,6.292983,1681.128,519.3295,.0000106,509.0318,57,"MALE",1966,7.584265,.062029,.3573381,.0063126,.015526,.0556661,.0257527,.00199283,.0252965,-.0011963,.0252965,-.0012476,.0814045,0,.0559945,.0034578,.2526728,1.067944,1.067944
"008007","24449",,2013,"Finance","Banking",,.1275248,,,,,,14.23883,264.9,,,0,,,,-.0020812,,16.77667,7.937375,124437,69955.63,8.03e-06,70957.55,59,"MALE",2380,7.775276,0,.1354807,.1519101,.0039856,.0164838,.0257527,.00212133,.0143273,.004562,.0143273,.0045248,.2484189,.0494066,.0916643,.0329657,.2718789,1.050618,1.050618
"008030","26034",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Steel Works Etc",,-.6743216,,.0820836,,,,9.629267,22.3,4,,0,,,,-.0248122,.54806,15.91218,6.802395,21338.59,1166.149,.0000237,1166.149,60,"MALE",364,5.899898,.0787298,.2900296,.0994156,.031053,.0722366,.0257527,.02793066,.0321,.0087104,.0321,.0082721,.0256154,.0043634,.0287203,-.0009295,.0804227,1.570297,1.570297
"008079","23961",31dec2013,2013,"Oil, Gas, and Coal Extraction and Products","Petroleum and Natural Gas",,-.5069962,,-.0284913,,,,8.048309,12.2,6,,0,,,,.1612322,.31789,15.78397,6.655955,7930.371,2673.843,.0000324,2371.087,62,"MALE",970,6.878326,.122273,0,.0292249,.0290507,.1833876,.0257527,.00842404,.118747,.0755466,.118747,.0755159,.1130203,.0175858,.0435288,0,-.175633,2.991476,2.991476
"008092","28939",31mar2014,2013,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment","Transportation",,.8246465,,-.0860417,,,0,8.131018,4.486,,,0,,,,.0474093,.30539,,6.787211,23261.31,4993.276,.0000699,6097.673,65,"MALE",3546,8.173858,.184981,.2475687,.0601311,.0106878,.0830243,.0300334,.01068693,.0549508,.0064356,.0549508,.0064356,.1118466,.0644352,.0692473,.0220998,-.1870014,1.224465,1.229298
"008099","03342",,2013,"Utilities","Utilities",,-.7579843,,,,,,10.82822,15.754,,,0,,,,-.0083294,,16.2716,7.200425,29874.07,-3024.894,.0000498,-8342.099,61,"MALE",3633,8.19809,.0572743,.4095272,.0043233,.013684,.0412899,.0257527,.01795675,.0074369,-.0190558,.0077741,-.01877,.0263087,-.0550957,.0283927,-.024144,.1804104,.8839121,.8839121
"008113","24850",,2013,"Utilities","Utilities",,-.7579843,,,,,1,9.119836,3.269,,,0,,,,-.0879613,,15.2021,6.824808,22446.58,-5201.378,.0001898,11532.43,59,"MALE",2291,7.73718,.1084436,.3108695,.0007444,.018479,.0749778,.0257527,.00193084,.0424316,.0159389,.0424316,.0158876,.1351606,.0537561,.0576001,.0050635,.063798,1.171308,1.171308
"008123","18504",31dec2013,2013,"Chemicals and Allied Products","Chemicals",,.3785129,,-.1197493,0,1,1,7.93841,4.1,5,,.000994,,,,.1178422,.23579,15.49811,6.835185,34945.57,16122.28,.0004199,16148.51,63,"MALE",4382,8.385489,.032395,.2465304,.1098148,.0228335,.1119912,.0257527,.02402091,.0637197,-.0060659,.0637197,-.0078868,.0710139,-.0126074,.0779678,.0277778,.0447896,1.382422,1.382422
"008133","28897",31dec2013,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Retail",,-.3570611,,-.0051155,,,,8.808645,13.9,3,-.541747,0,,,,-.0219655,.415,15.81568,7.162984,21276.8,1441.279,.0000886,1441.279,61,"MALE",476,6.167517,.0141986,.2908051,.0532,.0094037,.0259727,.0257527,.01775912,.0126859,-.0519171,-.0064903,-.0738218,-.0072225,-.0425193,-.0071519,-.0563096,.2437411,1.346584,1.346584
"008151","23533",,2013,"Utilities","Utilities",,1.045173,,,,,1,9.781747,1.927,,,0,,,,.1112609,,14.63432,6.856462,51840.95,15918.86,.0003296,16210.6,61,"MALE",2556,7.84659,.1274363,.4704258,.0084322,.0172097,.0367589,.0257527,.00568512,.0150519,-.0114408,.0150519,-.0114921,.0182523,-.0631522,.0207458,-.0317909,.105629,1.484056,1.484056
"008213","08945",31dec2013,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)","Wholesale",,.1449151,,.1852602,,,1,7.751063,6.7,,,0,,,,.0703029,.5966,,6.801218,13061.93,1192.425,.0002986,1192.425,61,"MALE",152,5.030438,.0120992,.0930461,.0438482,.0260636,.0694772,.0257527,.00577182,.0477108,.0009688,.0477108,.0009688,.0122231,-.0110605,.0480677,.000579,-.0780312,1.533187,1.533187
"008214","22528",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Construction Materials",,,,-.166867,,,1,8.942069,15,3,,.014542,,,,.0160847,.22813,15.95788,6.976192,37100.42,5732.199,.0001251,-11955.82,49,"MALE",2217,7.704361,.0461619,.265202,.0074539,0,.0686544,.0257527,.05407704,.0266771,-.020305,.0266771,-.0267733,.0385269,-.016724,.0425282,.0121223,-.0983924,1.128262,1.128262
"008215","16286",31dec2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Shipping Containers",,1.314582,,-.1505548,0,,0,9.038246,22.5,1,0,.0088991,,,,-.0039197,.35311,15.94321,6.955593,43340.85,26434.93,.0004515,24451.52,65,"MALE",2584,7.857481,.0428792,.4236845,.0454923,0,.065566,.0257527,.03407741,.0239933,-.0279773,.0218553,-.0301665,.0264102,-.0187855,.031221,-.0266596,-.2230303,1.503797,1.503797
"008219","28698",31jan2014,2013,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys","Apparel",,-.841647,,-.0160633,,,,6.441433,5.1,5,-1.09253,0,,,,.0996708,.31088,,6.586172,6482.739,6291.289,.0002655,5906.78,49,"MALE",395,5.981414,.0691402,.2257036,.0135229,.0189939,.1262432,.0336342,.02476082,.0721993,-.0147602,.0721993,-.0147602,.0484654,-.0211429,.036557,0,-.3072242,2.644107,2.508028
"008240","43194",,2013,"Finance","Banking",,,,,,,,9.087947,6,,,0,,,,-.0467902,,,6.753707,11695.32,2302.293,.000014,2338.568,51,"MALE",728,6.591674,.1982369,.6229656,.1671564,0,.1558544,.0257527,.0275114,.0152577,.0054924,.0152577,.0054552,.0441321,-.1548802,.096814,.0381153,-.0366057,.8918883,.8918883
"008247","16311",31dec2013,2013,"Chemicals and Allied Products","Chemicals",,.7131636,,-.1195271,,1,,9.671744,41.4,,,.0321985,,,,-.0059888,.32409,16.44021,7.208477,129181,60764.89,.0000783,56530.43,63,"MALE",3197,8.070281,.0324655,.2147135,.1103196,.0217487,.095127,.0257527,.01893398,.0651831,-.0046025,.2036815,.1320751,.2131829,.1295615,.1228723,.0726823,.2047675,2.33106,2.33106
"008253","03437",31dec2013,2013,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances","Automobiles and Trucks",,-.1897357,,.3384564,1,,,9.93912,21.8,4,-.7256639,.0146813,,,,.0035367,.79989,15.74586,7.258412,296741,93649.46,.0006807,38832.55,59,"MALE",6208,8.733755,.0903621,.4064655,.1455984,.0290753,.095631,.0257527,.02054705,.0565149,.0061355,.0565149,.0061355,.0684019,.028618,.0558722,.0027273,.2041458,1.639369,1.639369
"008264","01298",,2013,"Utilities","Utilities",,2.852003,,,,,,10.92603,21.166,,,0,,,,.0100351,,16.07607,7.130899,11327.59,1420.201,6.19e-06,2001.308,64,"MALE",840,6.734591,.0936427,.2658034,.0107364,.0147289,.0522435,.0257527,.00656273,.0148907,-.011602,.0148907,-.0116533,.0530837,-.0283207,.045013,-.0075236,.3038206,.9321944,.9321944
"008272","10727",,2013,"Utilities","Utilities",,1.84702,,,0,,,10.52525,17.122,,,0,,,,.0244335,,15.87938,6.966873,16786.84,8404.964,7.37e-06,8056.427,57,"FEMALE",918,6.823286,.0690581,.3475728,.0249168,.0165127,.0569756,.0257527,.00783123,.0270916,.0005989,.0270916,.0005476,.0955764,.0141719,.0459832,-.0065535,.2972992,1.217185,1.217185
"008304","27464",31jul2013,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","Machinery",,2.014345,,-.0504608,,,,8.152728,9.800000000000001,3,,.0355792,,,,-.0067936,.32161,16.12138,6.875888,28043.61,15693.23,.0000282,14519.1,50,"MALE",667,6.504288,.0317268,.1836267,.2697752,.0329747,.1256165,.0244811,.01123013,.0950122,.0345096,.1655519,.1050493,.2171153,.1485591,.0735146,.0301272,.3030257,3.215658,2.720266
"008348","11975",28feb2014,2013,"Business Equipment -- Computers, Software, and Electronic Equipment","Electronic Equipment",,-.5906589,,-.0985816,0,1,,5.932492,.523,1,-5.96e-08,0,,,,-.0282477,.25608,,5.985849,13312.33,3924.382,.0019587,3499.155,62,"MALE",6328,8.752897,.0029621,.275794,.7169478,.160528,-.1022878,.0327721,.08641691,-.1122508,-.1502412,-.1122508,-.1497953,-.255357,-.300914,-.07116,-.1017631,-.202208,1.904228,1.891493
